Entry ID,Title,Phase 1,Phase 2,Phase 3,Affiliation,Section,Personnel,Geography,Keywords,Project Area Focus,Project Type,Project Status,Additional Keywords
969,Project 969 Title,True,False,False,INDEPENDENT,"COLLECTIVE, ARTIFICIAL, NATURAL INTELLIGENCE","Transnational (immigrant, refugee, multicultural) perspective",China,"MATERIALS, SCIENCE, URBAN",Central America,Other,"Complete, published or exhibited before","srgn, qpihlejs, czsyyyopo, zvurhm, xjkt, llmi, wzhmmz, pcantk, ivjosx"
970,Project 970 Title,True,False,False,Oxford University,"COLLECTIVE, NATURAL, COLLECTIVE INTELLIGENCE","Female leadership, Disability perspective",China,"SCIENCE, BIOMIMICRY","South America, Europe","Exhibition, Outdoor Installation","Complete, unpublished","qarshzq, wfegdyh, vvihhj, vsqwzhe, hfbdveby, ppprnanm, ldgzroji, mxbvlxa"
971,Project 971 Title,True,False,False,Harvard University,"NATURAL INTELLIGENCE, NATURAL, ARTIFICIAL INTELLIGENCE","Transnational (immigrant, refugee, multicultural) perspective",Australia,"JUSTICE, LOGISTICS",Central America,"Image or Drawing, Other","Complete, unpublished","ixppyot, ycvlgys, jiekn, ktkc, fhnqzyiv, ooajqwzdqe, eijle, dssitzkdgz, oedqvb, yauiagkvov"
972,Project 972 Title,True,False,False,INDEPENDENT,COLLECTIVE,"Student leadership, Insights from the Global South, Female leadership",Brazil,"WASTE, BODY, CONSTRUCTION","South America, Oceania","Outdoor Installation, Panel or Event",In Progress,"vztqnnejto, qpgvb, mwgmpw, ylramast, dkjf, ovyx, diooxaeniu"
973,Project 973 Title,True,False,False,Stanford University,"ARTIFICIAL INTELLIGENCE, NATURAL","Disability perspective, LGBTQ leadership",Brazil,"MATERIALS, URBAN, LABOR",Middle East and North Africa,Essay,"Complete, published or exhibited before","wbttexv, uuqraxmux, ljcuify, pbzrn, grnfytnoqq, jxpeqo"
974,Project 974 Title,True,False,False,MIT,"COLLECTIVE, ARTIFICIAL INTELLIGENCE",Under 35 years old,UK,"ENERGY, TECHNOLOGY","Sub-Saharan Africa, Oceans, Ice, and Atmosphere",Other,Preliminary Proposal,"nxdcutdtrz, osctet, tfkl, yheem, eoicr, pjhong, kfnlvmn, pmmu, xsczacwav"
975,Project 975 Title,True,False,False,Harvard University,"COLLECTIVE, ARTIFICIAL INTELLIGENCE, INTRO",Disability perspective,Germany,"KNOWLEDGE, BODY","Central America, Outer Space","Video, Essay",Preliminary Proposal,"rrylau, ejlllnb, titpzxcbmu, xcykg, ldannj, jvjpqrann, peiuov"
976,Project 976 Title,True,False,False,Stanford University,ARTIFICIAL,"Female leadership, Student leadership, Insights from the Global South",Japan,"LABOR, URBAN, ENERGY","Caribbean, Europe","Video, Exhibition",Preliminary Proposal,"imdtzxhio, vkjhjll, wzrmwpm, wfqhpptl, pckgsm, bkwlhqw, qsch, zhvrngyk"
977,Project 977 Title,True,False,False,Oxford University,"COLLECTIVE INTELLIGENCE, OUT","Student leadership, LGBTQ leadership",USA,"PUBLIC, LOGISTICS","Sub-Saharan Africa, Oceania","Panel or Event, Model or Maquette","Complete, published or exhibited before","obfjf, hhixth, rbilnwqft, xgxz, aobcpycrf, tklr, zncdyf"
978,Project 978 Title,True,False,False,Harvard University,NATURAL,"LGBTQ leadership, Student leadership",Brazil,JUSTICE,"Outer Space, Asia","Exhibition, Augmented Reality, Virtual Reality, or other Experience",Preliminary Proposal,"hbepl, yzsvbbgu, qkpz"
979,Project 979 Title,True,False,False,Harvard University,"NATURAL INTELLIGENCE, ARTIFICIAL, ARTIFICIAL INTELLIGENCE","Transnational (immigrant, refugee, multicultural) perspective, Insights from the Global South, Student leadership",Japan,MATERIALS,"Middle East and North Africa, Central America","Model or Maquette, Video","Complete, unpublished","gqqqikjrg, ifsdfs, cmocy, wnmwyqdkzm, pvbla, chofa, hzcdiozpl, aurasoftj, kygpdmb"
980,Project 980 Title,True,False,False,MIT,"ARTIFICIAL INTELLIGENCE, ARTIFICIAL, OUT","Female leadership, Disability perspective",UK,"WASTE, CARBON, LOGISTICS","Planetary, North America",Video,"Complete, published or exhibited before","pneowjkqed, snajal, pknq, gskoy, eochx, dkjetrw, ddnjl, nooyocw"
981,Project 981 Title,True,False,False,INDEPENDENT,"INTRO, COLLECTIVE INTELLIGENCE","Transnational (immigrant, refugee, multicultural) perspective, Disability perspective",UK,ENERGY,South America,"Video, Other",In Progress,"lkbmtwy, cafnvlbp, agqjgsbz, osqrkgospo, lpabqfk, gbnqodbsu, ubkezdpen, lwccstgcm, tjypcz"
982,Project 982 Title,True,False,False,Oxford University,OUT,"Student leadership, LGBTQ leadership",China,"CONSTRUCTION, CARBON, BIOMIMICRY",Middle East and North Africa,Video,"Complete, published or exhibited before","wtvnfk, quzxpr, uztxz, bcwn"
983,Project 983 Title,True,False,False,Oxford University,NATURAL,"Female leadership, Insights from the Global South",China,"COMMONS, ECOLOGY","Caribbean, Oceania","Exhibition, Model or Maquette",In Progress,"gjpduqvrhu, hfhbfx, owztwjnft, ngogc, yodutq, iibdf, dbjdksr, kmyccef"
984,Project 984 Title,True,False,False,Oxford University,ARTIFICIAL INTELLIGENCE,"Transnational (immigrant, refugee, multicultural) perspective, Female leadership",Canada,"PUBLIC, LABOR, TRADITION","Outer Space, Planetary",Essay,Preliminary Proposal,"uwzx, ghepndvcs, cpzkmoj, eqgystsc, jdayj"
985,Project 985 Title,True,False,False,MIT,"INTRO, COLLECTIVE INTELLIGENCE","Under 35 years old, Disability perspective",Germany,"ECOLOGY, SCIENCE",Outer Space,"Model or Maquette, Essay",Preliminary Proposal,"cgwzjcrjc, gdvbigo, gajuonkkt, pgmxf, rjdcz, bigz"
986,Project 986 Title,True,False,False,Harvard University,NATURAL INTELLIGENCE,"LGBTQ leadership, Female leadership, Under 35 years old",UK,"COMMONS, CARBON, PLANET","South America, Caribbean",Image or Drawing,"Complete, published or exhibited before","hcab, luzipqjxe, supltaqwt, eekosd, mldxyjaw, gbdcqqf, jgzxzdewv"
987,Project 987 Title,True,False,False,Harvard University,"COLLECTIVE, COLLECTIVE INTELLIGENCE, END",Insights from the Global South,Brazil,JUSTICE,Outer Space,Image or Drawing,"Complete, published or exhibited before","pbqexcgp, lqvvnxd, hovpj"
988,Project 988 Title,True,False,False,MIT,"END, INTRO, NATURAL INTELLIGENCE","Transnational (immigrant, refugee, multicultural) perspective, Under 35 years old",South Africa,"LOGISTICS, ECOLOGY, CARE","Caribbean, South America","Augmented Reality, Virtual Reality, or other Experience",In Progress,"ueknlwkgl, pahlbt, wiizsjyqi, dqyzeqdbxc, wimqvfypoh, xhtsjyfc"
989,Project 989 Title,True,False,False,Harvard University,"INTRO, ARTIFICIAL INTELLIGENCE, NATURAL","Insights from the Global South, Female leadership",Germany,"CARE, LABOR",Middle East and North Africa,"Augmented Reality, Virtual Reality, or other Experience, Image or Drawing",Preliminary Proposal,"xijybft, fafqhoi, tqikow"
990,Project 990 Title,True,False,False,MIT,"COLLECTIVE INTELLIGENCE, INTRO, ARTIFICIAL INTELLIGENCE","Under 35 years old, Student leadership, Female leadership",Canada,"URBAN, CARBON","Middle East and North Africa, Europe","Outdoor Installation, Other",Preliminary Proposal,"jtsisl, lneiibs, pncyasxukh, wpwhl, otbp, ahhnzwg, ligfbysgu, nychqlbml, gwzigtvvtc, qrzov"
991,Project 991 Title,True,False,False,Oxford University,"NATURAL INTELLIGENCE, END",LGBTQ leadership,Germany,"CARBON, PRACTICE, BODY",Caribbean,Video,Preliminary Proposal,"nxfqpsx, zjufehjyb, zexeh"
992,Project 992 Title,True,False,False,MIT,INTRO,Disability perspective,USA,"CARE, METHOD, LOGISTICS",North America,"Augmented Reality, Virtual Reality, or other Experience",In Progress,"skobjsd, oimpxtqclv, bmft, jhaqm"
993,Project 993 Title,True,False,False,Harvard University,"INTRO, NATURAL, NATURAL INTELLIGENCE",Disability perspective,India,"COMMONS, ENERGY","Oceans, Ice, and Atmosphere","Panel or Event, Image or Drawing",In Progress,"yyfr, pgeuhjks, dnda, opiftrkg, jgmnp, gdfsuc, cvvpjdo, zxivtfwc"
994,Project 994 Title,True,False,False,MIT,INTRO,"Student leadership, Insights from the Global South",China,LOGISTICS,"South America, Sub-Saharan Africa",Image or Drawing,"Complete, published or exhibited before","uihw, rxxsxfze, dkbklmo, xsjvbbb"
995,Project 995 Title,True,False,False,INDEPENDENT,NATURAL,"Transnational (immigrant, refugee, multicultural) perspective",UK,BIOMIMICRY,"Oceans, Ice, and Atmosphere, Caribbean",Essay,"Complete, unpublished","sivenro, fnwbwdym, zbmnt, lxritaqk, tfkufhq, ustjjqfijw, jropmqeexe, pbvxz"
996,Project 996 Title,True,False,False,INDEPENDENT,"ARTIFICIAL, COLLECTIVE INTELLIGENCE","Insights from the Global South, Student leadership, Disability perspective",China,DIGITAL,Central America,"Video, Model or Maquette","Complete, unpublished","kvdgqa, cztcfk, vbzbeuf, prpopub, gaeqh"
997,Project 997 Title,True,False,False,INDEPENDENT,OUT,"Female leadership, Insights from the Global South",South Africa,"ECOLOGY, COMMONS",Oceania,Exhibition,Preliminary Proposal,"jjgjtr, bvuxgah, smubj, tkrmnyh, sgztessy, nsyvap, pxgqkbfme, cgilwqktlh"
998,Project 998 Title,True,False,False,Harvard University,OUT,"Disability perspective, LGBTQ leadership, Female leadership",Canada,"ECOLOGY, TRADITION",Oceania,"Image or Drawing, Model or Maquette",Preliminary Proposal,"rnopufe, hvxmpenbll, hsrxcp, iswlffy, sdiifuip, flupparvp"
999,Project 999 Title,True,False,False,INDEPENDENT,NATURAL INTELLIGENCE,"Transnational (immigrant, refugee, multicultural) perspective, Disability perspective, Under 35 years old",Canada,"PLANET, ENERGY","Sub-Saharan Africa, Oceania","Augmented Reality, Virtual Reality, or other Experience","Complete, unpublished","kpov, pzsoxfn, jlzgew, dqfzzsdjgw, cbxdhrp, ueaqdhtiuz, byxowjvcz, srszk"
1000,Project 1000 Title,True,False,False,Oxford University,"ARTIFICIAL, END, NATURAL INTELLIGENCE","Student leadership, LGBTQ leadership",USA,MATERIALS,"Asia, Europe","Exhibition, Video","Complete, unpublished","dzqquqiml, rzfta, ywjnil, vbjurt, kcgharmsc, thbpeorz, yurzsvlf, htws, ytjhietr, qntrebnwkm"
1001,Project 1001 Title,True,False,False,Harvard University,"ARTIFICIAL, END","Insights from the Global South, Transnational (immigrant, refugee, multicultural) perspective, Disability perspective",China,CONSTRUCTION,North America,Outdoor Installation,"Complete, unpublished","uoxcwfvw, mkvyvsynzr, pcbezpin, zjqtkto"
1002,Project 1002 Title,True,False,False,Oxford University,"NATURAL, NATURAL INTELLIGENCE","Female leadership, Disability perspective, LGBTQ leadership",Brazil,JUSTICE,"Middle East and North Africa, Asia","Panel or Event, Image or Drawing",Preliminary Proposal,"dlmt, iziqvelnd, mpmn, kipqh, zduqw"
1003,Project 1003 Title,True,False,False,INDEPENDENT,"END, NATURAL INTELLIGENCE, OUT","Disability perspective, Female leadership",South Africa,"LOGISTICS, ECOLOGY, LABOR",Central America,"Essay, Other","Complete, unpublished","kjmkpxaj, vqzflyjra, heanvodb, injqt"
1004,Project 1004 Title,True,False,False,INDEPENDENT,"END, OUT, INTRO","Transnational (immigrant, refugee, multicultural) perspective, Insights from the Global South",Japan,"DIGITAL, BODY, METHOD",Central America,"Essay, Outdoor Installation","Complete, published or exhibited before","htbefc, yfixtip, posiqwuiz, qxnuwxuxh"
1005,Project 1005 Title,True,False,False,Stanford University,COLLECTIVE,"LGBTQ leadership, Under 35 years old",Germany,"TERRITORY, EDUCATION, URBAN","Asia, Central America","Augmented Reality, Virtual Reality, or other Experience, Outdoor Installation",Preliminary Proposal,"kiumo, unkur, zaurbkrhe"
1006,Project 1006 Title,True,False,False,INDEPENDENT,"ARTIFICIAL INTELLIGENCE, NATURAL INTELLIGENCE","Transnational (immigrant, refugee, multicultural) perspective",Brazil,"TRADITION, DIGITAL, METHOD",Europe,Panel or Event,In Progress,"jrejdzw, jtlu, degqxkn, udrtzzb, deouu, syfh, dejllnmqa, qakphjxzz, sesrtm, fdzcitzndj"
1007,Project 1007 Title,True,False,False,INDEPENDENT,"NATURAL, ARTIFICIAL INTELLIGENCE",Under 35 years old,Australia,"BODY, SOLIDARITY, LOGISTICS","Central America, Europe",Model or Maquette,In Progress,"zgmmctahoh, iwrejt, aqykp, cwkigy, aezmdycdr, bzsitdr"
1008,Project 1008 Title,True,False,False,Harvard University,"OUT, COLLECTIVE, COLLECTIVE INTELLIGENCE","Female leadership, Insights from the Global South, Under 35 years old",South Africa,"PLANET, CARE, ECOLOGY","Europe, Central America","Augmented Reality, Virtual Reality, or other Experience","Complete, published or exhibited before","rlgbkshdc, imyujifgae, iusm"
1009,Project 1009 Title,True,False,False,MIT,"END, NATURAL INTELLIGENCE","LGBTQ leadership, Female leadership, Under 35 years old",China,"LABOR, TRADITION","Central America, Planetary","Model or Maquette, Augmented Reality, Virtual Reality, or other Experience","Complete, unpublished","ivpggk, ysihvxykoy, vhaacb, erzj, wuozspbsm, yulpoek, pkusuni, joubwoika"
1010,Project 1010 Title,True,False,False,MIT,END,"Under 35 years old, LGBTQ leadership, Student leadership",Brazil,"EDUCATION, URBAN, ENERGY",Sub-Saharan Africa,Video,"Complete, unpublished","encusphc, zjyeutllvq, vqehsl, ouqhdeq"
1011,Project 1011 Title,True,False,False,Stanford University,"ARTIFICIAL INTELLIGENCE, ARTIFICIAL, INTRO",LGBTQ leadership,UK,"CARBON, ECOLOGY",Planetary,Model or Maquette,In Progress,"opeffz, yoxu, tvbxocrzt, vnhuqmjnz, ddqzi, tejbvsjpc, xmuwxfyx, iefdsc, isavdw"
1012,Project 1012 Title,True,False,False,Harvard University,"ARTIFICIAL INTELLIGENCE, NATURAL, END","Under 35 years old, Female leadership, Insights from the Global South",China,SOLIDARITY,"Oceania, Caribbean","Augmented Reality, Virtual Reality, or other Experience, Essay","Complete, unpublished","nhtkvkz, paesjko, xxweey, qbbcc"
1013,Project 1013 Title,True,False,False,INDEPENDENT,"ARTIFICIAL, OUT",Insights from the Global South,Japan,"SCIENCE, WASTE, SOLIDARITY","Outer Space, Middle East and North Africa",Video,In Progress,"qcohx, crspy, rtkphlrqtl, admtaemn"
1014,Project 1014 Title,True,False,False,Harvard University,NATURAL,"Transnational (immigrant, refugee, multicultural) perspective, Disability perspective",Brazil,ENERGY,"Asia, North America",Outdoor Installation,In Progress,"myqsv, kaqugoohe, vpraui, ntmkuevegd, easlw, dusaofl, rtvtoodqdv"
1015,Project 1015 Title,True,False,False,Harvard University,END,"Disability perspective, Transnational (immigrant, refugee, multicultural) perspective",China,"LOGISTICS, URBAN, ENERGY",Europe,"Other, Panel or Event",Preliminary Proposal,"vwmtx, akjvmmtk, jlryi, jkot"
1016,Project 1016 Title,True,False,False,Harvard University,"NATURAL INTELLIGENCE, ARTIFICIAL",Disability perspective,Canada,"BODY, JUSTICE, WASTE","Planetary, Central America",Model or Maquette,"Complete, unpublished","egigbslhlh, obwx, dqfoytdeg, yhcl, yzebmzqwu, nrxpp, zkoxpdihea, ugjz"
1017,Project 1017 Title,True,False,False,MIT,COLLECTIVE,"Under 35 years old, Female leadership, Insights from the Global South",Australia,JUSTICE,"North America, Non-Spatial or Dislocated",Video,In Progress,"nqnnc, mhuxi, uvvx"
1018,Project 1018 Title,True,False,False,Harvard University,"COLLECTIVE, END, OUT","Transnational (immigrant, refugee, multicultural) perspective, Student leadership",USA,"LABOR, EDUCATION","Middle East and North Africa, Sub-Saharan Africa","Model or Maquette, Other","Complete, unpublished","phciqndiga, ecbztoom, ftdrr, pniq, ynkfkn"
1019,Project 1019 Title,True,False,False,INDEPENDENT,NATURAL INTELLIGENCE,"Female leadership, Student leadership",India,BODY,Middle East and North Africa,"Exhibition, Image or Drawing","Complete, unpublished","ekfhpedfmj, wffxvmfe, pkunmiv, ioztsqjvxg, kfgneix, enpxytbx, ssac"
1020,Project 1020 Title,True,False,False,Stanford University,"COLLECTIVE, END, OUT","Insights from the Global South, LGBTQ leadership, Female leadership",Germany,"EDUCATION, KNOWLEDGE","Central America, Oceans, Ice, and Atmosphere",Outdoor Installation,"Complete, published or exhibited before","avbrcxg, krxz, utxpwsys, bsnd, benhtyy, vttbharl"
1021,Project 1021 Title,True,False,False,INDEPENDENT,"END, COLLECTIVE","LGBTQ leadership, Transnational (immigrant, refugee, multicultural) perspective",Canada,"LOGISTICS, SCIENCE","Oceans, Ice, and Atmosphere, Central America","Other, Model or Maquette",In Progress,"ymxmmiy, vomsg, philr, xqbxiipbe, iyoystzm, rhes, baju, iejex, aujs, tphd"
1022,Project 1022 Title,True,False,False,MIT,COLLECTIVE INTELLIGENCE,"Female leadership, Disability perspective",Germany,"ENERGY, WASTE, JUSTICE","Caribbean, Oceans, Ice, and Atmosphere","Video, Augmented Reality, Virtual Reality, or other Experience",Preliminary Proposal,"rxcwdamm, pgcslg, hriejvuw"
1023,Project 1023 Title,True,False,False,MIT,"NATURAL INTELLIGENCE, COLLECTIVE INTELLIGENCE, COLLECTIVE","LGBTQ leadership, Transnational (immigrant, refugee, multicultural) perspective",China,BIOMIMICRY,"South America, Caribbean","Model or Maquette, Image or Drawing","Complete, published or exhibited before","uzyur, oulki, owry"
1024,Project 1024 Title,True,False,False,MIT,"ARTIFICIAL INTELLIGENCE, NATURAL, ARTIFICIAL","Transnational (immigrant, refugee, multicultural) perspective, Insights from the Global South, Under 35 years old",India,METHOD,Middle East and North Africa,Video,Preliminary Proposal,"uuuspdgzk, hqkqf, gvijzlmx"
1025,Project 1025 Title,True,False,False,Harvard University,"NATURAL INTELLIGENCE, END","Insights from the Global South, Under 35 years old, Transnational (immigrant, refugee, multicultural) perspective",Brazil,"LABOR, METHOD",Oceania,"Outdoor Installation, Exhibition",In Progress,"cewvjqb, fdton, fupd, zpxjnxmqqp, kivagsxckm"
1026,Project 1026 Title,True,False,False,INDEPENDENT,"ARTIFICIAL, NATURAL","Female leadership, LGBTQ leadership",Germany,"PLANET, LOGISTICS",North America,Panel or Event,Preliminary Proposal,"intrycymfr, kcdx, fbdiw, llzl, zedxfct, sowbftn, dnvuhfr"
1027,Project 1027 Title,True,False,False,Stanford University,ARTIFICIAL,LGBTQ leadership,India,"SCIENCE, LABOR, PLANET",Asia,Model or Maquette,In Progress,"enfb, xzcgcmd, vsxxozx, oqktqcxbw, dkyvql"
1028,Project 1028 Title,True,False,False,MIT,"COLLECTIVE, ARTIFICIAL INTELLIGENCE","Student leadership, Insights from the Global South",Australia,"CARBON, EDUCATION","Caribbean, North America","Panel or Event, Other","Complete, unpublished","tcqttup, grjxem, eodwxyp, vxxsfssflu, cpfligzwdl, cjdmcntnb, spdzcqrcft"
1029,Project 1029 Title,True,False,False,INDEPENDENT,"OUT, ARTIFICIAL","Transnational (immigrant, refugee, multicultural) perspective, Under 35 years old, LGBTQ leadership",UK,"LABOR, SCIENCE","Planetary, North America",Panel or Event,Preliminary Proposal,"vvwuorhrkm, atyy, mhvsir, isnyemmnn, pjfacbb, uiwi, gpfuquccf, qdedvdbyc, mwtolhpzki, gmjss"
1030,Project 1030 Title,True,False,False,INDEPENDENT,END,"Disability perspective, Transnational (immigrant, refugee, multicultural) perspective, Female leadership",USA,"SCIENCE, WASTE","Oceans, Ice, and Atmosphere",Panel or Event,In Progress,"wtrc, mgwgwkba, ioco, xafb, ubhjn, lvwzsmdtin, lfqmhsetlh"
1031,Project 1031 Title,True,False,False,Harvard University,"END, COLLECTIVE, ARTIFICIAL","Disability perspective, Under 35 years old, Transnational (immigrant, refugee, multicultural) perspective",Germany,TRADITION,"Sub-Saharan Africa, Europe",Essay,In Progress,"xawtumu, ztcw, kuqwx, iwjjuqp, seezgnmf, acasbzjqn, uaozvjl, bnspdv"
